"id","What is your native language?","How old are you?","Which platforms do you use? [*BSD]","Which platforms do you use? [Ubuntu or Debian]","Which platforms do you use? [Red Hat or Fedora]","Which platforms do you use? [SUSE]","Which platforms do you use? [MacOS X]","Which platforms do you use? [Other Linux]","Which platforms do you use? [Solaris]","Which platforms do you use? [MS Windows]","What architectures do you use? [x86 (normal PC)]","What architectures do you use? [x86_64 (newer 64-bit system)]","What architectures do you use? [PPC]","What architectures do you use? [ARM]","What architectures do you use? [Other]","How did you hear about Zero Install?","How did you hear about Zero Install? [Other]","What operating systems / distributions do you use Zero Install with? [*BSD]","What operating systems / distributions do you use Zero Install with? [Ubuntu or Debian]","What operating systems / distributions do you use Zero Install with? [Red Hat or Fedora]","What operating systems / distributions do you use Zero Install with? [SUSE]","What operating systems / distributions do you use Zero Install with? [MacOS X]","What operating systems / distributions do you use Zero Install with? [Other Linux]","What operating systems / distributions do you use Zero Install with? [Solaris]","What operating systems / distributions do you use Zero Install with? [MS Windows]","What operating systems / distributions do you use Zero Install with? [Other]","How have you used Zero Install so far? [I've run programs using it]","How have you used Zero Install so far? [I've published software using it]","How have you used Zero Install so far? [I'm a developer of Zero Install itself]","How have you used Zero Install so far? [Other]","What are the main programs you run using Zero Install, if any?","As a user, how important are these goals to you? [I want to install without needing root access]","As a user, how important are these goals to you? [I want to install less common software that isn't in my distribution]","As a user, how important are these goals to you? [I want to install packages without giving them root access]","As a user, how important are these goals to you? [I want to install newer versions than in my distribution]","As a user, how important are these goals to you? [I want to avoid conflicts between packages]","How do you integrate Zero Install with your (desktop) environment? [KDE or GNOME integration with Zero2Desktop]","How do you integrate Zero Install with your (desktop) environment? [AddApp to create ROX launchers]","How do you integrate Zero Install with your (desktop) environment? [Drag-and-drop to the Xfce panel]","How do you integrate Zero Install with your (desktop) environment? [0alias (shell user)]","How do you integrate Zero Install with your (desktop) environment? [None; I use 0launch directly]","How do you integrate Zero Install with your (desktop) environment? [Other]","How could Zero Install integrate better with your desktop environment?","What security software do you use or want to use with Zero Install? [Plain user accounts]","What security software do you use or want to use with Zero Install? [Plash]","What security software do you use or want to use with Zero Install? [AppArmor]","What security software do you use or want to use with Zero Install? [SELinux]","What security software do you use or want to use with Zero Install? [Virtual machine]","What security software do you use or want to use with Zero Install? [Other]","Does Zero Install provide enough support for you to make trust decisions?","How do you use Zero Install's sharing abilities? [I share common libraries between programs]","How do you use Zero Install's sharing abilities? [I share downloads between multiple users]","How do you use Zero Install's sharing abilities? [I share the cache between mutliple virtual machines]","How do you use Zero Install's sharing abilities? [I share the cache between real machines]","How do you use Zero Install's sharing abilities? [I create self-contained bundles (no sharing)]","How do you use Zero Install's sharing abilities? [Other]","Which of these features do you use? [Roll-back to previous versions]","Which of these features do you use? [Automatic update notification]","Which of these features do you use? [Compile packages from source]","Which of these features do you use? [Modify packages (local feeds)]","Which of these features do you use? [Third-party feeds]","Which of these features do you use? [Built-in bug reporting]","Which features would you like to see added / improved in the future? [Mirrors if a site is down]","Which features would you like to see added / improved in the future? [Peer-to-peer downloads]","Which features would you like to see added / improved in the future? [Better uninstall]","Which features would you like to see added / improved in the future? [Display of release notes when upgrading]","Which features would you like to see added / improved in the future? [Integration with RPM]","Which features would you like to see added / improved in the future? [Other]","What is Zero Install's biggest weakness?","What is Zero Install's biggest weakness? [Other]","What do you think of the documentation?","What did you find to be the most confusing or difficult aspect of Zero Install?","Any other comments?","Are you interested in using Zero Install to distribute software?","Do you use Zero Install to distribute software? [Not yet]","Do you use Zero Install to distribute software? [I use it to distribute my own programs]","Do you use Zero Install to distribute software? [I make feeds for other people's programs]","Do you use Zero Install to distribute software? [I provide binaries for unusual architectures]","What format(s) do you use for your packages? [Tarball (.tgz, .tar.bz2)]","What format(s) do you use for your packages? [Zip archive]","What format(s) do you use for your packages? [RPM package]","What format(s) do you use for your packages? [Debian package]","What format(s) do you use for your packages? [Autopackage (.package)]","What format(s) do you use for your packages? [Other]","Why do you (want to) use Zero Install? [I want to provide a single package for all distributions]","Why do you (want to) use Zero Install? [Distributions publish old versions of my software]","Why do you (want to) use Zero Install? [Distributions won't include my software]","Why do you (want to) use Zero Install? [Distributions introduce bugs when packaging my programs]","Why do you (want to) use Zero Install? [I need quick feedback on new releases]","Why do you (want to) use Zero Install? [Distributions have incompatible library versions]","Why do you (want to) use Zero Install? [My users don't have root access]","Why do you (want to) use Zero Install? [My users don't trust me with root on their machines]","Why do you (want to) use Zero Install? [Other]","How do you find the developer documentation?","What did you find most difficult about providing software using Zero Install?","Which tools do you use to make packages? [0publish (console)]","Which tools do you use to make packages? [0publish-gui (GTK)]","Which tools do you use to make packages? [0compile]","Which tools do you use to make packages? [FeedLint]","Which tools do you use to make packages? [Other]","What improvements would you like to see in the future? [Optional dependencies]","What improvements would you like to see in the future? [Support for plug-ins (dynamic dependencies)]","What improvements would you like to see in the future? [Integration of bug reporting with your systems]","What improvements would you like to see in the future? [Integration with version control systems (easier to make new releases)]","What improvements would you like to see in the future? [Other]","Would you be interested in commercial support?","Any other comments?","Time Submitted","IP-Address"
"31","fr","31","No","No","Yes","No","No","Yes","No","No","Yes","No","No","No","","ROX desktop","","No","No","Yes","No","No","No","No","No","","Yes","No","No","","rox-filer","Important","Important","Nice to have","Important","Important","No","No","No","Yes","No","","* Being the only install method for a whole distribution, or transparent
* Being able to share an installed software between users (MOST IMPORTANT)","Yes","No","No","No","No","","","No","No","No","No","No","Didn\'t notice sharing abilities...","I didn't know about this","Don't need this","I use this","I didn't know about this","I didn't know about this","I didn't know about this","No","No","Yes","No","No","","Too complex. I don't understand what it's doing.","","","Once my ROX filer stopped working because it tried to download a newer version and there was a mismatch in zero-install versions. Stopped using it at that point.","","No","No","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","","2007-09-12 06:08:44","132.168.37.219",
"37","en","20","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","","Slashdot","","No","Yes","No","No","No","No","No","No","","Yes","No","No","","","Nice to have","Very important","Nice to have","Very important","Important","No","No","No","No","Yes","","","Yes","No","No","No","No","","I don't care; I'll run anything! That confirm box is annoying.","No","No","No","No","No","","I didn't know about this","","","I didn't know about this","","","No","No","No","No","No","More packages.  Integration with apt","It needs more packages.","","Have never had to read it","","","Yes","Yes","No","No","No","Yes","No","No","Yes","Yes","","Yes","Yes","No","No","Yes","Yes","No","No","","Havn\'t read it yet","","No","No","No","No","","No","Yes","No","Yes","","No","","2007-09-12 12:26:45","82.152.57.126",
"39","English)","50","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Sparc","Other","mailing list","No","No","No","No","No","No","No","No","none","No","No","No","NA","","","","","","","No","No","No","No","No","NA","","No","No","No","Yes","No","","","No","No","No","No","No","NA","","","","","","","No","No","No","No","Yes","","Other","It does not address a clearly defined need","the advocacy is too pushy and is ignorant of many issues in package management and distribution building","lack of mandate","no","No","No","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","","2007-09-12 18:18:52","75.185.49.169",
"41","de","26","No","Yes","No","Yes","No","No","No","Yes","Yes","No","No","No","","Other","lsb packaging list","No","No","No","No","No","No","No","No","","No","No","No","","none to date","Nice to have","Very important","Nice to have","Very important","Important","No","No","No","No","No","","","Yes","No","Yes","Yes","No","","","No","No","No","No","No","","","","","","","","Yes","No","Yes","Yes","Yes","","It needs more features.","","","","","No","No","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","","2007-09-13 00:20:58","87.183.247.91",
"42","pl","43","No","Yes","No","No","No","No","No","No","Yes","No","No","No","","ROX desktop","","No","Yes","No","No","No","No","No","No","","Yes","No","No","","","Very important","Very important","Very important","","","No","Yes","No","No","No","","","Yes","No","No","No","No","","","No","Yes","No","No","No","","I use this","I use this","I use this","I use this","I use this","I use this","No","No","No","No","No","h","","","","","","Yes","Yes","No","No","No","No","No","No","Yes","No","","No","No","No","No","No","No","No","No","","","","No","Yes","No","No","","No","No","No","No","","N/A","","2007-09-13 05:56:39","217.98.170.172",
"45","en","27","Yes","Yes","No","No","No","No","Yes","No","Yes","Yes","No","No","","OSNews","","No","No","No","No","No","No","Yes","No","","Yes","No","No","Contributed Patches","None so far, just testing and development","Very important","Important","Very important","Important","Very important","No","No","No","Yes","No","","","Yes","No","No","No","No","","The ""unreliable hints database"" is good enough for me.","No","No","No","No","Yes","","Don't need this","I use this","I use this","I use this","I use this","I didn't know about this","No","No","Yes","Yes","No","","It's just misunderstood; more advocacy!","","I think the documentation is great.","Creating zero install packages that can share libraries.","","Yes","Yes","No","No","No","Yes","No","No","No","No","","No","No","No","No","No","No","Yes","Yes","","Good.","Building packages that use shared libraries.","Yes","Yes","Yes","No","","Yes","No","No","No","","No","","2007-09-13 21:08:39","24.163.206.59",
"51","it","40","No","No","Yes","No","No","No","No","No","Yes","No","No","No","","ROX desktop","","No","No","Yes","No","No","No","No","No","","Yes","No","No","","rox filer","Very important","Nice to have","Very important","Nice to have","Nice to have","No","Yes","No","No","No","","with rox desktop","No","No","No","Yes","No","","The GPG fingerprint is enough. I'll check it myself.","Yes","No","No","No","No","","I use this","I use this","Don't need this","Don't need this","Don't need this","Don't need this","Yes","No","No","No","No","","It needs more packages.","","ok","IDK","no","No","No","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","more sofware","2007-09-16 02:59:44","92.80.50.155",
"54","fr","26","No","No","No","No","No","Yes","No","No","Yes","No","No","No","","Other","linuxfr.org","No","No","No","No","No","No","No","No","","No","No","No","","","Don't care","Very important","Don't care","Nice to have","Very important","No","No","No","No","No","","","No","No","No","No","No","","","No","No","No","No","No","","I didn't know about this","I didn't know about this","I didn't know about this","I didn't know about this","I didn't know about this","I didn't know about this","No","No","No","No","No","","","","","","","Yes","Yes","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","","2007-09-16 03:21:21","82.225.232.36",
"58","fr","19","Yes","No","No","No","No","Yes","No","No","Yes","Yes","No","No","","","","No","No","No","No","No","No","No","No","","Yes","No","No","","rox","Nice to have","Don't care","Nice to have","Unwanted","Nice to have","No","No","No","No","Yes","","","No","No","No","No","No","","The GPG fingerprint is enough. I'll check it myself.","No","No","No","No","No","","I didn't know about this","Don't need this","I didn't know about this","Don't need this","Don't need this","I didn't know about this","No","No","No","No","No","","Distributions need to have it installed by default.","","","","","No","No","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","","2007-09-16 03:34:48","86.67.82.231",
"62","fr","29","No","Yes","No","No","No","No","No","No","No","Yes","No","No","","Other","www.linuxfr.org","No","No","No","No","No","No","No","No","","No","No","No","","","Very important","Very important","Very important","Very important","Very important","No","No","No","No","No","","","No","No","No","No","No","","","No","No","No","No","No","","","","","","","","No","No","Yes","Yes","No","","","","","","","No","No","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","I am not a packager, yet this answer is mandatory, so i ticked ""no"".","2007-09-16 03:44:10","88.174.133.220",
"68","french","","No","Yes","No","No","No","No","No","Yes","Yes","Yes","No","No","","Other","linuxfr.org","No","No","No","No","No","No","No","No","","No","No","No","","","Important","Nice to have","Very important","Nice to have","Very important","No","No","No","No","No","","","No","No","No","No","No","","","No","No","No","No","No","","","","","","","","No","No","No","Yes","No","","","","","","","Yes","Yes","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","Yes","No","","","","No","No","No","No","","No","No","No","No","","Yes","","2007-09-16 03:59:37","86.205.61.120",
"77","fr","16","No","Yes","No","No","No","No","No","No","Yes","No","No","No","","Other","forum","No","Yes","No","No","No","No","No","No","","Yes","No","No","","","Nice to have","Very important","Important","Very important","Very important","No","No","No","No","No","","","No","No","No","No","No","","The GPG fingerprint is enough. I'll check it myself.","No","No","No","No","No","","I didn't know about this","I didn't know about this","I didn't know about this","I didn't know about this","I didn't know about this","I didn't know about this","Yes","No","Yes","No","No","","It needs more packages.","","","","","No","No","No","No","No","Yes","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","","2007-09-16 04:36:12","88.122.121.110",
"78","fr","17","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","","Slashdot","","No","No","No","No","No","No","No","No","","No","No","No","","","Nice to have","Nice to have","Important","Don't care","Very important","No","No","No","No","No","","","No","No","Yes","Yes","No","","The GPG fingerprint is enough. I'll check it myself.","No","No","No","No","No","","","","","","","","Yes","No","Yes","Yes","No","","","","","","","No","No","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","","2007-09-16 04:40:06","80.83.51.125",
"81","fr","21","No","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","","Other","http://linuxfr.org/~MilkaJinka/25303.html","No","No","No","No","No","No","No","No","","No","No","No","","","Don't care","Don't care","Don't care","Nice to have","Don't care","No","No","No","No","No","","Integration with PackageKit ?","No","No","No","No","No","None !","The GPG fingerprint is enough. I'll check it myself.","No","No","No","No","No","","","","","","","","No","No","No","No","No","Integration with PackageKit","It's just misunderstood; more advocacy!","","","","","Yes","Yes","No","No","No","Yes","No","No","Yes","No","","No","No","No","No","Yes","No","No","No","provide user an easy way to install fresh release without waiting for distribution packages.","","","No","No","No","No","","No","No","No","No","","No","","2007-09-16 05:11:01","82.243.217.90",
"91","fr","22","Yes","No","No","No","No","Yes","No","No","Yes","Yes","No","No","","ROX desktop","","No","No","No","No","No","No","No","No","","Yes","No","No","","rox filer","Nice to have","Very important","Important","Unwanted","Very important","No","No","No","No","No","","","No","No","No","No","No","","","No","No","No","No","No","","I use this","I use this","I use this","Don't need this","Don't need this","I didn't know about this","Yes","No","Yes","Yes","No","","It's just misunderstood; more advocacy!","","","","","No","No","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","","2007-09-16 07:46:54","77.104.19.58",
"92","","33","Yes","No","No","No","No","No","No","No","No","No","No","No","","","","No","No","No","No","No","No","No","No","","No","No","No","","","","","","","","No","No","No","No","No","","","No","No","No","No","No","","","No","No","No","No","No","","","","","","","","No","No","No","No","No","","","","","","","No","No","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","","2007-09-16 08:07:25","62.121.117.56",
"104","fr","22","No","Yes","No","No","No","Yes","No","No","Yes","No","No","Yes","","Other","linuxfr.org","No","No","No","No","No","No","No","No","","No","No","No","","","Important","Nice to have","Important","Nice to have","Very important","No","No","No","No","No","","","Yes","No","No","No","No","","I want to pay someone (e.g. my distribution) to decide for me.","No","No","No","No","No","","","","","","","","Yes","No","Yes","Yes","No","","Distributions need to have it installed by default.","","","","I don\'t use Zero Install yet.","Yes","Yes","No","No","No","Yes","No","No","No","No","darcs repository","Yes","No","Yes","No","No","No","No","No","","","","No","No","No","No","","No","No","Yes","Yes","","No","","2007-09-16 11:01:22","82.224.215.18",
"105","fr","35","No","Yes","No","No","No","No","No","No","No","Yes","No","No","","Other","linuxfr","No","No","No","No","No","No","No","No","","Yes","No","No","","","Unwanted","Nice to have","Nice to have","Unwanted","Very important","No","No","No","No","No","","","Yes","No","No","No","No","","The GPG fingerprint is enough. I'll check it myself.","No","No","No","No","Yes","","I didn't know about this","Don't need this","I didn't know about this","I couldn't get this work","Don't need this","","Yes","No","Yes","No","No","","It needs more packages.","","","","","No","No","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","","2007-09-16 11:13:34","88.160.206.4",
"107","fr","21","No","Yes","No","No","No","No","No","Yes","Yes","Yes","No","No","","Other","LinuxFR.org","No","No","No","No","No","No","No","No","","No","No","No","","","Unwanted","Very important","Important","Important","Very important","No","No","No","No","No","","","No","No","No","No","No","","","No","No","No","No","No","","","","","","","","Yes","Yes","Yes","No","No","","Distributions need to have it installed by default.","","","","","Yes","Yes","No","No","No","No","No","No","No","No","","Yes","Yes","No","No","No","Yes","No","No","","","","No","No","No","No","","Yes","No","Yes","Yes","","N/A","","2007-09-16 11:28:34","77.196.111.97",
"108","french","28","No","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","","Other","linuxfr.org","Yes","Yes","No","No","Yes","No","No","No","","No","No","No","","","Don't care","Important","Don't care","Very important","Very important","Yes","No","No","No","No","","","No","No","No","No","No","","The GPG fingerprint is enough. I'll check it myself.","No","No","No","No","Yes","","I use this","I use this","I use this","","","","Yes","No","Yes","No","No","","","","","","","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","","Yes","No","No","No","No","No","No","No","","","","Yes","Yes","No","No","","No","No","No","No","","N/A","","2007-09-16 11:54:36","82.242.12.87",
"131","fi, ru","24","No","Yes","No","No","No","Yes","No","No","Yes","Yes","No","No","","Slashdot","","No","No","No","No","No","Yes","No","No","(B)LFS","Yes","Yes","No","","","Important","Important","Very important","Important","Nice to have","No","No","No","Yes","No","","","Yes","No","No","No","No","UML","The GPG fingerprint is enough. I'll check it myself.","Yes","No","No","No","No","","Don't need this","I use this","Don't need this","Don't need this","Don't need this","I didn't know about this","Yes","Yes","Yes","Yes","No","shared cache","Distributions need to have it installed by default.","","k","finding public keys used for packages","","Yes","No","Yes","No","No","Yes","No","No","No","No","","Yes","No","No","No","No","No","No","No","","from homepage","creating a package","No","No","No","No","manually, no other option at the time","Yes","No","No","No","","No","","2007-09-17 06:39:59","88.112.169.188",
"138","fr","25","No","Yes","No","No","No","No","No","Yes","Yes","Yes","No","No","","Other","linuxfr.org","No","No","No","No","No","No","No","No","","No","No","No","","","Nice to have","Don't care","Don't care","Don't care","Important","No","No","No","No","No","","","Yes","No","No","Yes","Yes","","The ""unreliable hints database"" is good enough for me.","No","No","No","No","No","","","","","","","","No","No","Yes","No","No","","Other","most of its functionality is redundant with package management: a package management which would spontaneously propose to install soft in user account instead of system wide would remove most of my interest for zero install as a potential user","","","","No","No","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","","2007-09-17 14:43:46","84.5.249.99",
"142","Czech","31","No","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","","Other","google","No","No","No","No","No","No","No","Yes","would like, can help with development","No","No","No","can help with development for windows","","Very important","Nice to have","Important","Nice to have","Very important","No","No","No","Yes","Yes","","do not need","No","No","No","No","No","","I want some kind of peer-to-peer recommendation service.","No","No","No","Yes","No","","","","","","","","No","Yes","No","No","No","","Other","I wanto to run it oon windows","","","","No","No","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","feel free to mail me if I  can help you with making the windows build, I use Python.
HIDDEN@gmail.com","2007-09-18 04:30:31","213.210.179.16",
"143","en","17","No","Yes","No","No","No","No","No","Yes","Yes","Yes","No","No","","Other","StumbleUpon","No","Yes","No","No","No","No","No","No","","Yes","No","No","","","Very important","Very important","Very important","Don't care","Important","Yes","No","No","No","No","","","No","No","No","No","Yes","","I want some kind of peer-to-peer recommendation service.","No","Yes","No","No","No","","Don't need this","I use this","I use this","","","","No","No","No","No","No","","Distributions need to have it installed by default.","","","It should have a GUI built in","","No","No","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","","2007-09-18 10:33:32","79.67.26.197",
"146","","","No","No","No","No","No","Yes","No","No","Yes","No","No","No","","Other","linuxfr","No","No","No","No","No","No","No","No","i don\'t use it","No","No","No","i don\'t use it","i don\'t use it","Nice to have","Very important","Nice to have","","Very important","Yes","No","No","No","No","","","No","No","No","Yes","No","","","Yes","Yes","No","No","No","","","","","","I use this","","No","No","No","Yes","No","","Other","portage is good enough","","to have 2 package manager...they should use something like package.provided from gentoo:
5.c. Non-Portage Maintained Software

Using Portage with Self-Maintained Software

In some cases you want to configure, install and maintain software yourself without having Portage automate the process for you, even though Portage can provide the software titles. Known cases are kernel sources and nvidia drivers. You can configure Portage so it knows that a certain pack stage is manually installed on your system. This process is called injecting and supported by Portage through the /etc/portage/profile/package.provided file.

For instance, if you want to inform Portage about gentoo-sources-2.6.11.6 which you\'ve installed manually, add the following line to /etc/portage/profile/package.provided:

Code Listing 4: Example line for package.provided

sys-kernel/gentoo-sources-2.6.11.6
","it should be very well implemented wiht the distribution...
also the package manager of the distribution should be able to use it like for instance portage that can use .deb or rpms","No","No","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","because i make ebuilds...but if zero install works across all distribution it\'s great","2007-09-18 15:39:09","85.27.16.225",
"148","en","68","No","Yes","No","No","No","Yes","No","No","Yes","Yes","No","No","","Slashdot","","No","No","No","No","No","No","No","No","","No","No","No","","","Important","Don't care","Nice to have","Nice to have","Very important","No","No","No","No","No","","","Yes","No","No","No","No","","","No","No","No","No","No","","","","","","","","Yes","Yes","No","Yes","No","","","","","","","Yes","Yes","No","No","No","Yes","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","pacman on Arch","No","Yes","No","No","","No","","2007-09-19 23:14:50","68.111.73.81",
"151","en","21","No","No","No","Yes","No","Yes","No","No","Yes","Yes","No","No","sparc64","Other","http://lwn.net/Articles/249934/","No","No","No","No","No","No","No","No","","No","No","No","","","Don't care","Don't care","Don't care","","Don't care","No","No","No","No","No","","","No","No","No","No","No","","","No","No","No","No","No","","I use this","Don't need this","Don't need this","","Don't need this","Don't need this","No","No","No","No","No","","","","","","","No","No","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","","2007-09-21 02:53:44","134.76.10.66",
"152","deutsch","38","No","Yes","No","No","No","No","No","No","Yes","No","No","No","","","","No","Yes","No","No","No","No","No","No","","No","No","No","","","","","","","","Yes","No","No","No","No","","","No","No","No","No","No","","","No","No","No","No","No","","","","","","","","No","No","No","No","No","","","","","","","Yes","No","No","No","No","No","No","No","Yes","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","","2007-09-21 07:52:36","84.183.67.60",
"153","en","20","No","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","","ROX desktop","","No","Yes","Yes","No","No","No","Yes","No","","Yes","No","No","","ROX Filemanager","","Important","","Important","Very important","Yes","Yes","No","Yes","No","","","No","No","No","No","No","","The GPG fingerprint is enough. I'll check it myself.","Yes","Yes","Yes","No","No","","","","","","","","Yes","Yes","Yes","Yes","Yes","","Distributions need to have it installed by default.","","","","","No","No","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","","2007-09-21 08:05:36","82.30.38.217",
"154","English","23","No","Yes","No","No","No","Yes","No","No","Yes","No","No","No","","ROX desktop","","No","No","No","No","No","Yes","No","No","Gentoo","Yes","No","No","","","Nice to have","Very important","Nice to have","Important","Very important","No","Yes","No","No","No","","","No","No","No","No","No","","The GPG fingerprint is enough. I'll check it myself.","No","No","No","No","Yes","","I use this","I didn't know about this","I use this","I use this","I didn't know about this","I didn't know about this","Yes","No","Yes","Yes","No","","It needs more packages.","","It\'s fine.","Properly and easily setting up local feeds.","","No","No","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","","2007-09-21 19:48:50","24.85.242.2",
"156","en","23","No","Yes","No","No","No","No","No","No","Yes","No","Yes","Yes","","ROX desktop","","No","Yes","No","No","No","No","No","No","","Yes","No","No","","ROX-Filer, ROX-Session, ROX Configuration utilities","Very important","Very important","Very important","Don't care","Nice to have","No","Yes","No","No","No","","","Yes","No","No","No","No","","The ""unreliable hints database"" is good enough for me.","Yes","Yes","No","No","No","","I use this","I use this","I use this","I use this","I didn't know about this","I use this","Yes","No","No","Yes","No","","Other","Packages too often have dependencies on binary-only packages and so can\'t be compiled","","","","No","No","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","","2007-09-22 07:10:00","86.45.204.237",
"157","dk","28","No","Yes","No","No","No","No","No","No","Yes","No","No","No","","Other","www.inkscape.org","No","Yes","No","No","No","No","No","No","","Yes","No","No","","Inkscape","Important","Very important","Important","Very important","Important","Yes","No","No","No","No","","","No","No","No","No","No","","","No","No","No","No","No","","I couldn't get this work","I use this","I didn't know about this","I didn't know about this","I didn't know about this","I didn't know about this","Yes","Yes","Yes","Yes","No","","It needs more packages.","","Not precise enough. Hard to find the most basic things e.g. uninstall or finding out how to start Zero Install Cache.","Couldn\'t find out to uninstall. Found out later it was related root rights, which couldn\'t be modified wo. f***ing the 0 package up in ubuntu.","0 package needs to be updated to current distribution version e.g. Feisty or later Gutsy. It is not good enough with only Edgy updated package.","No","No","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","","2007-09-22 13:09:12","83.73.207.69",
"160","german","29","No","Yes","No","No","No","No","No","No","Yes","No","No","No","","ROX desktop","","No","Yes","No","No","No","No","No","No","","Yes","No","No","","rox desktop","Unwanted","Very important","Nice to have","Important","Nice to have","No","Yes","No","No","No","","","No","No","No","No","No","","I want to pay someone (e.g. my distribution) to decide for me.","Yes","No","No","No","No","","I use this","Don't need this","I use this","","I use this","I didn't know about this","Yes","No","No","No","No","","Too complex. I don't understand what it's doing.","","Haven\'t read it.","To get librarys or apps into the search path so that other applications could use it AND to get zero install apps to not use the librarys coming with the distribution.","Zero Install is usable but if I had the opportunity to get ROX Desktop as Debian packages in recent versions I would prefer the debs.","No","No","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","","2007-09-24 14:25:41","89.182.6.129",
"162","no","20","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","","Other","lwn.net","No","No","No","No","No","No","No","No","","No","No","No","","","Don't care","Nice to have","Important","Important","Nice to have","No","No","No","No","No","","","Yes","No","Yes","No","No","","I want some kind of peer-to-peer recommendation service.","No","No","No","No","No","","","","","","","","No","Yes","No","No","No","","","","","","","Yes","Yes","No","No","No","Yes","No","No","Yes","No","","Yes","No","Yes","No","No","No","No","No","","","","No","No","No","No","","Yes","No","No","No","","No","","2007-09-26 03:15:27","80.202.122.199",
"164","german","62","No","Yes","No","Yes","No","Yes","No","No","Yes","No","No","No","","Other","LINUX USER Magzin","No","No","No","Yes","No","Yes","No","No","","No","No","No","","","Nice to have","Very important","Nice to have","Very important","Very important","Yes","No","No","No","No","","","Yes","No","No","No","No","","","No","No","No","No","No","","Don't need this","I use this","I use this","I use this","I use this","I use this","Yes","No","Yes","No","Yes","","Distributions need to have it installed by default.","","","","","Yes","Yes","No","No","No","Yes","No","Yes","No","No","","Yes","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","Yes","","2007-09-26 12:51:10","84.131.103.122",
